"Bolagsnamn";"Info";"Info";"Info";"Info";"Info";"Info";"Info";"Kursutveck.";"Direktav.";"P/E";"P/S";"P/B";"Omsättning";"Bruttoresult.";"EBIT";"EBITDA";"Vinst";"FCF";"Antal Aktier";"Tot. Skulder";"Kassa";"Kortf. Skuld."
"";"Land";"Lista";"Sektor";"Bransch";"Ticker";"Instrument";"Rapport";"Utveck.  1 år";"Senaste";"Senaste";"Senaste";"Senaste";"Miljoner";"Miljoner";"Miljoner";"Miljoner";"Miljoner";"Miljoner";"Senaste";"Miljoner";"Miljoner";"Miljoner"
"myFC Holding";"Sverige";"First North";"Kraftförsörjning";"Energiproducenter";"MYFC";"Aktier";"Q1-2018";-0.8648673;"";-1.177196;42.9143;0.5950691;2.18;-8.163;-78.983;-59.705;-79.472;-106.04;30.633;20.489;50.582;20.489
"myTaste";"Sverige";"First North";"Informationsteknik";"Programvara & Internet";"TASTE";"Aktier";"Q1-2018";-0.4509091;"";-6.566645;1.44559;2.51947;45.996;28.612;-8.88;0.835;-10.127;-20.501;22.017;57.337;3.509;25.585
"Nanexa";"Sverige";"Aktietorget";"Hälsovård";"Läkemedel";"NANEXA";"Aktier";"Q1-2018";-0.3301205;"";-7.603939;17.4745;2.531136;3.639;-0.82;-8.225;-6.408;-8.363;-20.375;11.437;5.265;18.286;2.159
"Nanologica";"Sverige";"Aktietorget";"Hälsovård";"Sjukvård";"NICA";"Aktier";"Q1-2018";-0.488189;"";-0.8309045;1.685037;-4.503376;8.905;7.556;-16.93;-13.559;-18.059;"";4.617;22.906;2.696;20.016
"Napatech";"Norge";"OB Match";"Informationsteknik";"Kommunikation";"NAPA";"Aktier";"Q1-2018";-0.8053846;0.06175889;-2.121504;0.5597167;0.5828625;213.9384;141.2126;-63.2385;-14.4461;-56.4435;-71.5325;23.665;80.9243;25.6209;79.4562
"NattoPharma";"Sverige";"First North";"Hälsovård";"Läkemedel";"NATTO";"Aktier";"Q4-2017";-0.05500002;"";7.11168;2.469667;1.470502;69.3693;32.6056;-4.8363;2.8959;24.0901;-15.3373;18.129;48.5477;14.2359;20.7826
"NattoPharma No";"Norge";"Oslo Axess";"Hälsovård";"Läkemedel";"NATTO";"Aktier";"Q4-2017";-0.1394231;"";7.072303;2.455946;1.462332;66.066;31.053;-4.606;2.758;22.943;-14.607;18.129;46.236;13.558;19.793
"Navamedic";"Norge";"OB Match";"Hälsovård";"Läkemedel";"NAVA";"Aktier";"Q1-2018";-0.108;"";-8.264156;0.5449003;1.498506;222.386;59.118;-17.158;-1.308;-14.664;33.951;10.868;133.682;8.316;94.297
"NCAB Group";"Sverige";"Small Cap";"Informationsteknik";"Elektronisk utrustning";"NCAB";"Aktier";"Q1-2018";"";"";40.56089;0.9072547;9.81111;1420.73;428.69;60.594;69.296;31.78;5.259;16.847;459.122;27.745;382.349
"NCC B";"Sverige";"Large Cap";"Industri";"Byggnation";"NCC B";"Aktier";"Q2-2018";-0.4058513;0.05923732;38.72401;0.2670662;3.244922;54664;3331;480;1221;377;-838;108.1;25799;752;20375
"Nederman";"Sverige";"Mid Cap";"Industri";"Byggprodukter";"NMAN";"Aktier";"Q2-2018";0.3362092;0.01956564;18.22656;1.093571;3.047312;3278.4;1248.9;295.4;356.5;196.7;-87.7;35.073;2022.1;209.6;875.8
"NEL";"Norge";"OB Match";"Industri";"Produktion";"NEL";"Aktier";"Q1-2018";0.28;"";-47.76119;8.518316;2.377316;375.178;172.313;-133.429;-83.975;-66.943;-378.981;998.714;305.821;250.755;184.597
"Nepa";"Sverige";"First North";"Informationsteknik";"Programvara & Internet";"NEPA";"Aktier";"Q1-2018";-0.3927928;"";-23.32907;2.160737;10.74552;222.968;165.635;-20.187;-16.454;-20.652;-30.106;7.148;49.396;20.105;48.846
"Neste";"Finland";"Large Cap";"Energi";"Olja & Gas";"NESTE";"Aktier";"Q1-2018";0.8372474;0.02526754;16.25474;1.246619;3.682463;13795;2477;1321;1701;1058;885;255.605;3371;1004;1878
"Net Gaming Europe";"Sverige";"First North";"Sällanköpsvaror";"Betting & Spel";"NETG";"Aktier";"Q1-2018";0.0423281;"";36.64434;3.839214;6.250335;172.359;170.095;109.112;111.954;18.064;-20.932;67.18;513.204;128.535;81.792
"Net Insight";"Sverige";"Mid Cap";"Informationsteknik";"Kommunikation";"NETI B";"Aktier";"Q1-2018";-0.1120162;"";-322.963;3.917953;3.042396;426.811;248.006;-14.488;57.701;-5.185;-54.308;383.538;147.723;164.569;128.265
"Net Trading Group";"Sverige";"NGM";"Dagligvaror";"Livsmedel";"NTGR MTF";"Aktier";"Q4-2017";0.2158055;"";-9.608456;1.364875;3.751485;36.1;12.986;-5.914;-5.828;-5.128;-7.312;12.318;2.215;9.054;2.215
"Netcompany Group";"Denmark";"Large Cap";"Informationsteknik";"IT-Tjänster";"NETC";"Aktier";"Q4-2017";"";"";"";"";"";"";"";"";"";"";"";0.001;"";"";""
"NetEnt";"Sverige";"Large Cap";"Sällanköpsvaror";"Betting & Spel";"NET B";"Aktier";"Q2-2018";-0.5094339;0.0596817;15.61465;5.363872;13.31238;1687.755;1187.763;588.779;771.661;579.774;548.289;240.13;440.944;195.494;402.335
"Netflix";"USA";"NYSE & Nasdaq
";"Informationsteknik";"IT-Tjänster";"NFLX";"Aktier";"Q2-2018";1.373821;"";167.9932;11.97775;36.96927;13878.74;5292.464;1362.721;8395.646;989.58;-1586.277;434.638;18166.94;3906.357;6079.641
"NetJobs";"Sverige";"First North";"Industri";"Bemanning";"NJOB";"Aktier";"Q1-2018";-0.1153846;"";-3.529412;0.4043307;4.283181;35.837;19.226;-4.504;-2.61;-4.106;-1.9;21;9.322;0.425;7.886
"Netmore";"Sverige";"First North";"Telekommunikation";"Telekommunikationstjänster";"NETM B";"Aktier";"Q1-2018";-0.87;"";-0.2568155;1.302717;0.4179663;6.387;-0.132;-25.637;-19.503;-24.87;-27.062;11.637;20.083;"";10.59
"NeuroSearch";"Denmark";"Small Cap";"Hälsovård";"Bioteknik";"NEUR";"Aktier";"Q4-2017";0.2857143;"";-13.99254;50.45343;1.506339;2.19;-1.012;-1.012;-1.012;-7.899;0.031;24.554;1.178;74.075;1.178
"NeuroVive Pharmaceutical";"Sverige";"Small Cap";"Hälsovård";"Läkemedel";"NVP";"Aktier";"Q1-2018";-0.001941792;"";-4.023169;379.9912;2.907398;0.669;-48.235;-62.849;-60.996;-63.189;-60.809;49.458;15.445;15.757;15.445
"New Equity Venture";"Sverige";"Aktietorget";"Sällanköpsvaror";"Konsument";"NEVI B";"Aktier";"Q1-2018";-0.4070176;"";-3.659831;2.146133;1.521068;47.484;"";-25.486;-25.486;-27.845;"";3.015;16.404;13.516;16.404
"New Nordic Healthbrands";"Sverige";"First North";"Dagligvaror";"Konsumentprodukter";"NNH";"Aktier";"Q1-2018";1.666667;0.01691176;18.32045;1.195956;6.245978;352.237;238.321;30.832;31.598;22.994;10.299;6.195;81.646;7.849;78.398
"New Wave";"Sverige";"Mid Cap";"Sällanköpsvaror";"kläder & Textil";"NEWA B";"Aktier";"Q1-2018";-0.0743363;0.03250478;10.35152;0.6189535;1.124766;5605.9;2603.2;444.5;512.4;335.2;50.3;66.344;2946.9;180.5;994.9
"News55";"Sverige";"NGM";"Sällanköpsvaror";"Media";"N55 MTF";"Aktier";"Q1-2018";"";"";-0.7883657;0.691748;1.56696;12.094;4.089;-10.198;-8.146;-10.612;-2.783;1.78;9.157;2.454;7.157
"Nexam";"Sverige";"First North";"Industri";"Produktion";"NEXAM";"Aktier";"Q1-2018";-0.01777776;"";-111.7573;13.2841;3.246318;44.931;19.946;-21.687;-16.511;-5.342;-100.624;67.519;93.712;76.597;41.226
"Nexar Group";"Sverige";"NGM";"Sällanköpsvaror";"Hotell, restaurang & nöje";"NXAR MTF";"Aktier";"Q1-2018";-0.8636364;"";-0.2490488;64.65462;240.1457;0.052;-5.653;-13.502;-12.538;-13.5;-8.878;9.339;6.45;0.232;6.45
"Nexstim";"Sverige";"First North";"Hälsovård";"Sjukvård";"NXTMS";"Aktier";"Q4-2017";-0.09794245;"";-2.930873;7.797231;3.889987;26.1933;20.3238;-53.1789;-49.9332;-69.6883;-52.7871;93.173;52.5217;80.5839;16.981
"Nexstim Oyj";"Finland";"First North";"Hälsovård";"Sjukvård";"NXTMH";"Aktier";"Q2-2017";-0.1259843;"";-2.630332;5.670538;2.202401;2.7534;1.9799;-5.0675;-4.6992;-5.9374;-4.9433;70.33;4.3348;9.2393;0.8065
"NEXT Biometrics";"Norge";"OB Match";"Informationsteknik";"Elektronisk utrustning";"NEXT";"Aktier";"Q1-2018";-0.5462025;"";-3.261315;5.992372;3.073629;97.337;0.9769;-176.506;-170.602;-178.848;-179.028;16.27;23.954;108.582;23.954
"Next Games";"Finland";"First North";"Sällanköpsvaror";"Betting & Spel";"NXTGMS";"Aktier";"Q4-2017";-0.01360543;"";-20.70246;4.061766;3.60856;32.518;11.972;-6.379;-4.827;-6.381;-6.925;18.218;6.461;26.377;5.697
"NextCell Pharma";"Sverige";"Aktietorget";"Hälsovård";"Läkemedel";"NXTCL";"Aktier";"Q2-2018";0.5454546;"";-2.908935;58.71472;4.006165;0.788;-4.652;-16.448;-16.15;-15.906;-16.609;8.505;2.606;9.444;1.902
"NextGenTel";"Norge";"OB Standard";"Telekommunikation";"Telekommunikationstjänster";"NGT";"Aktier";"Q1-2018";-0.2290749;"";-141.8152;0.306713;2.11523;1328.449;605.717;46.35;219.984;-2.875;116.909;23.283;500.299;14.958;429.836
"NFO Drives";"Sverige";"Aktietorget";"Industri";"Produktion";"NFO";"Aktier";"Q1-2018";0.25;"";-30.8642;3.891896;5.706185;30.577;10.801;-4.979;1.419;-3.857;-1.093;238.005;4.983;2.604;4.783
"NGEx Resources";"Sverige";"Mid Cap";"Material";"Gruv & Metall";"NGQ";"Aktier";"Q1-2018";0.2981132;"";-25.31273;"";12.95619;"";"";-56.0089;-55.8495;-61.394;-74.8035;225.877;22.2235;59.5347;16.9817
"NGS";"Sverige";"Small Cap";"Industri";"Bemanning";"NGS";"Aktier";"Q1-2018";-0.2954128;0.05208334;8.486188;0.5009077;1.624206;691.634;394.222;52.855;53.553;40.825;-40.452;9.022;130.97;3.787;115.67
"NIBE";"Sverige";"Large Cap";"Industri";"Byggprodukter";"NIBE B";"Aktier";"Q1-2018";0.1888268;0.01096491;27.64354;2.474979;3.530693;19501;6688;2415;3057;1746;279;504.016;16348;2915;5631
"Nickel Mountain";"Sverige";"NGM";"Material";"Gruv & Metall";"NICK MTF";"Aktier";"Q1-2018";-0.5727273;"";-19.91525;"";0.3278204;"";-3.01;-4.984;-4.949;-4.418;-26.735;373.333;5.255;3.824;5.255
"Nicoccino";"Sverige";"First North";"Dagligvaror";"Konsumentprodukter";"NICO";"Aktier";"Q1-2018";0.4820143;"";-19.98706;1473.61;5.151552;0.058;-0.026;-4.405;-3.965;-4.277;-5.489;13.83;1.924;16.709;1.924
"Nike";"USA";"NYSE & Nasdaq
";"Dagligvaror";"Konsumentprodukter";"NKE";"Aktier";"Q2-2017";0.4363706;"";"";"";"";"";"";"";"";"";"";0.001;"";"";""
"Nilfisk";"Denmark";"Large Cap";"Industri";"Tjänster & Leverans";"NLFSK";"Aktier";"Q1-2018";"";"";24.57111;0.8567423;7.825554;9704.34;4040.164;517.222;866.996;338.37;142.228;27.126;5254.872;284.208;1973.832
"Nilsson Special Vehicles";"Sverige";"First North";"Industri";"Produktion";"NILS";"Aktier";"Q1-2018";-0.6387097;"";-3.344581;0.1753381;0.5564145;187.35;52.404;-11.932;-7.394;-9.822;-23.346;2.933;58.295;2.936;38.295
"Nilörngruppen";"Sverige";"Small Cap";"Industri";"Tjänster & Leverans";"NIL B";"Aktier";"Q1-2018";-0.2039604;0.04975124;14.99916;1.353601;5.50355;677.246;313.518;78.218;85.041;61.119;46.957;11.402;175.376;54.818;174.064
"Nitro Games";"Sverige";"First North";"Sällanköpsvaror";"Betting & Spel";"NITRO";"Aktier";"Q1-2018";0.3161953;"";-2.662119;5.13643;5.379893;23.2155;12.6746;-146.7581;-138.4534;-44.7932;-32.5391;2.329;11.219;13.456;4.4427
"Nixu";"Finland";"Small Cap";"Informationsteknik";"Programvara & Internet";"NIXU";"Aktier";"Q4-2017";0.4334086;"";-468.6347;2.451576;4.258642;32.833;30.192;0.492;1.106;-0.172;-5.039;6.338;17.85;11.864;17.311
"NKT Holding";"Denmark";"Large Cap";"Industri";"Tjänster & Leverans";"NKT";"Aktier";"Q1-2018";-0.7064748;"";0.6525624;0.3807971;0.7673438;11601.95;"";165.689;829.188;6770.216;1095.182;27.071;8532.612;222.9;4163.029
"NNIT";"Denmark";"Mid Cap";"Informationsteknik";"IT-Tjänster";"NNIT";"Aktier";"Q1-2018";-0.2156863;0.026875;19.3728;1.391271;4.307527;2875.07;515.128;264.696;264.696;206.477;-89.726;25;1192.881;7.182;816.488
"Nobia";"Sverige";"Large Cap";"Sällanköpsvaror";"Konsument";"NOBI";"Aktier";"Q1-2018";-0.1678322;0.09803922;12.00101;0.9551577;2.613876;12602;4983;1268;1553;1003;627;168.584;3178;567;2502
"Nobina";"Sverige";"Mid Cap";"Industri";"Tjänster & Leverans";"NOBINA";"Aktier";"Q1-2019";0.4742647;0.0556941;15.05557;0.578997;3.408989;9179;7518;507;1191;353;1046;88.356;6106;692;2454
"Nokia";"Sverige";"Large Cap";"Informationsteknik";"Kommunikation";"NOKIA SEK";"Aktier";"Q1-2018";0.03620521;0.03397422;-25.76297;1.347914;1.803586;221702.1;86058.43;-2156.13;13105.74;-11599.54;15863.16;5583.621;245340.1;82839.53;124694.6
"Nokia Oyj";"Finland";"Large Cap";"Informationsteknik";"Kommunikation";"NOKIA";"Aktier";"Q1-2018";-0.04354245;0.03665124;-24.24696;1.275525;1.832573;22693;8819;-193;1366;-1194;1732;5583.621;23388;7897;11887
"Nokian Renkaat";"Finland";"Large Cap";"Industri";"Produktion";"NRE1V";"Aktier";"Q1-2018";-0.05692397;0.04526988;21.0263;2.958691;3.109386;1582.6;735.8;367.7;469.6;222.7;122;135.88;398.1;309;230.1
"Nolato";"Sverige";"Mid Cap";"Industri";"Produktion";"NOLA B";"Aktier";"Q1-2018";1.228571;0.01780627;27.56346;2.499325;7.656515;7389;1190;868;1103;670;680;26.307;2736;817;1856
"Nordic Flanges";"Sverige";"First North";"Industri";"Produktion";"NFGAB";"Aktier";"Q4-2017";-0.1942857;"";-4.513444;0.3740016;0.9266771;197.369;113;-12.488;8.185;-16.359;11.986;52.352;81.257;0.446;40.189
"Nordic Leisure AB";"Sverige";"First North";"Sällanköpsvaror";"Betting & Spel";"NLAB";"Aktier";"Q1-2018";2.438849;"";28.3848;5.837443;5.41338;256.3415;189.6003;60.2952;78.5803;52.7195;-64.2048;62.61;59.1719;81.8349;58.1958
"Nordic Mining";"Norge";"Oslo Axess";"Material";"Gruv & Metall";"NOM";"Aktier";"Q1-2018";-0.1352785;"";-6.132431;"";2.71083;"";"";-27.154;-27.002;-49.226;-53.358;92.584;8.421;64.567;7.917
"Nordic Nanovector";"Norge";"OB Match";"Hälsovård";"Läkemedel";"NANO";"Aktier";"Q1-2018";-0.1926542;"";-8.692344;12753.63;4.807984;0.224;-77.966;-333.103;-331.396;-328.663;-289.735;49.044;74.999;641.534;71.416
"Nordic Semiconductor";"Norge";"OB Match";"Informationsteknik";"Kommunikation";"NOD";"Aktier";"Q2-2018";0.2481202;"";140.3212;4.039706;4.680784;2069.624;999.8939;97.1312;211.4836;59.5945;42.8822;167.885;328.4222;837.0243;326.0131
"Nordic Shipholding";"Denmark";"Small Cap";"Industri";"Tjänster & Leverans";"NORDIC";"Aktier";"Q1-2018";-0.2012987;"";-9.432515;1.203303;1.138447;207.5846;139.8229;-5.1523;37.8694;-26.5111;5.5281;406.158;501.741;23.3766;26.4783
"Nordic Waterproofing";"Sverige";"Mid Cap";"Industri";"Byggprodukter";"NWG";"Aktier";"Q1-2018";-0.2142857;0.04545455;14.63077;0.8712333;1.900926;2280.5;587.5;191.2;239.2;135.8;-69.5;24.083;862.9;78.2;345.8
"Norsk Hydro";"Norge";"OBX";"Material";"Gruv & Metall";"NHY";"Aktier";"Q1-2018";-0.09780745;0.03698225;10.6201;0.741869;1.122185;130440;50218;13080;19799;9112;417;2045;67658;10402;30742
"North Energy";"Norge";"Oslo Axess";"Energi";"Olja & Gas";"NORTH";"Aktier";"Q1-2018";-0.010101;"";37.26236;111.2695;0.5912111;2.097;-13.485;-57.094;-56.276;6.264;20.661;119.047;39.217;45.938;39.217
"North Media";"Denmark";"Small Cap";"Sällanköpsvaror";"Hotell, restaurang & nöje";"NORTHM";"Aktier";"Q4-2017";0.1672241;0.04297994;24.47405;0.7782071;1.407156;899.4;409.8;-0.5;28;28.6;-15.2;20.055;287;281.1;151.1
"Northern Drilling";"Norge";"OB Match";"Energi";"Olja & Gas";"NODL";"Aktier";"Q1-2018";"";"";-13236.36;"";1.503353;"";-8.3656;-8.3656;-8.3656;-0.4313;-1577.889;77.75;10.1786;667.8586;10.1786
"Norway Royal Salmon";"Norge";"OB Match";"Dagligvaror";"Livsmedel";"NRS";"Aktier";"Q1-2018";0.4384906;0.02728227;16.05742;1.58845;4.000188;5228.255;1057.999;615.371;701.399;517.199;224.106;43.572;1733.186;89.002;840.904
"Norwegian Air Shuttle";"Norge";"OBX";"Industri";"Tjänster & Leverans";"NAS";"Aktier";"Q2-2018";0.3156733;"";26.41112;0.2711111;2.601864;35138.6;11121;-1509;-13.5;360.7;-8340.4;39.96;52320;3713.6;25329.8
"Norwegian Energy";"Norge";"OB Match";"Energi";"Olja & Gas";"NOR";"Aktier";"Q1-2018";-0.4433071;"";-11.52987;91.19015;8.876917;11;9;-44;-42;-87;415;7.094;756;109;177
"NOTE";"Sverige";"Small Cap";"Informationsteknik";"Elektronisk utrustning";"NOTE";"Aktier";"Q2-2018";0.05531912;0.04032258;11.38398;0.5734367;1.904896;1248.7;152;83;100.4;62.9;-14;28.873;462.1;54.9;447.5
"Novo Nordisk";"Denmark";"Large Cap";"Hälsovård";"Läkemedel";"NOVO B";"Aktier";"Q1-2018";0.1647873;0.02451593;20.15307;7.083554;17.64147;110174;92596;47925;51131;38725;30432;2437.3;49320;10513;44168
"Novotek";"Sverige";"Small Cap";"Informationsteknik";"IT-Tjänster";"NTEK B";"Aktier";"Q1-2018";0.3391304;0.04058442;15.77222;1.341882;3.297778;243.3;143.9;26.8;29;20.7;-15;10.6;81.5;61.8;70.7
"Novozymes";"Denmark";"Large Cap";"Hälsovård";"Bioteknik";"NZYM B";"Aktier";"Q1-2018";0.152069;0.01346902;31.02683;6.837949;9.576073;14311;8285;4053;5119;3154;2063;292.9;8299;768;5036
"Novus";"Sverige";"Aktietorget";"Informationsteknik";"Programvara & Internet";"NOVU";"Aktier";"Q3-2018";0.8933823;0.02912621;12.00746;1.030457;4.143972;51.837;30.952;5.793;7.294;4.449;"";10.372;14.526;9.999;14.526
"NPinvestor.com";"Denmark";"First North";"Informationsteknik";"IT-Tjänster";"NPINV";"Aktier";"Q3-2017";"";"";"";"";"";"";"";"";"";"";"";0.001;"";"";""
"NRC Group";"Norge";"OB Match";"Informationsteknik";"Kommunikation";"NRC";"Aktier";"Q1-2018";0.2142857;0.02573529;18.7065;1.110728;2.187194;2559.9;"";142.3;226.3;152;-256.2;41.814;971;305;655
"NTS";"Norge";"OB Standard";"Industri";"Tjänster & Leverans";"NTS";"Aktier";"Q1-2018";0.014433;0.0203252;12.72502;2.579879;1.707696;1387.505;944.577;330.173;449.648;281.307;-487.73;72.756;3173.463;90.537;898.159
"Nuevolution";"Sverige";"Small Cap";"Hälsovård";"Läkemedel";"NUE";"Aktier";"Q2-2018";0.05786164;"";-6.132196;58.24284;6.489018;12.377;-95.599;-123.059;-121.289;-117.559;-34.151;42.858;25.667;114.758;22.857
"Nurminen Logistics";"Finland";"Small Cap";"Industri";"Tjänster & Leverans";"NLG1V";"Aktier";"Q4-2017";-0.2216667;"";-11.73367;0.1800125;1.018805;75.89;23.374;1.691;3.469;-1.167;1.766;29.253;32.917;7.832;14.346
"Oasmia Pharmaceutical";"Sverige";"Small Cap";"Hälsovård";"Bioteknik";"OASM";"Aktier";"Q4-2018";0.5210356;"";-7.026461;58.88971;2.402961;14.079;11.126;-103.724;-98.93;-118.007;-145.086;176.406;223.039;15.58;223.039
"Obducat";"Sverige";"NGM";"Industri";"Produktion";"OBDU B";"Aktier";"Q1-2018";-0.6333333;"";-1.158408;1.638488;1.861556;31.495;7.82;-47.016;-36.622;-44.552;-39.306;49.382;50.79;0.384;48.212
"Oboya Horticulture";"Sverige";"First North";"Industri";"Handel & Distribution";"OBOYA B";"Aktier";"Q1-2018";-0.3287671;"";-46.84512;0.5067666;1.620802;443.137;121.61;2.587;14.083;-4.794;-35.503;22.915;303.586;11.533;207.626
"ObsteCare";"Sverige";"Aktietorget";"Hälsovård";"Läkemedel";"OBST";"Aktier";"Q1-2018";"";"";-15.82555;15.03927;1.647272;2.265;-2.053;-2.948;-2.3;-2.153;"";13.411;2.429;8.695;0.429
"Ocean Yield";"Norge";"OB Match";"Industri";"Tjänster & Leverans";"OCY";"Aktier";"Q2-2018";-0.004477657;0.09282759;9.858405;3.505904;1.385562;2954.59;2702.4;1761.91;2631.505;1050.73;1903.705;155.3;12877.58;1001.42;1870.82
"Oceanteam";"Norge";"OB Match";"Industri";"Tjänster & Leverans";"OTS";"Aktier";"Q4-2017";-0.7313916;"";0.2684347;0.08872668;0.1134488;276.8298;184.158;-11.4426;71.253;91.5018;"";29.593;767.6526;57.8058;225.2484
"Odd Molly";"Sverige";"Small Cap";"Sällanköpsvaror";"kläder & Textil";"ODD";"Aktier";"Q1-2018";-0.6016043;"";-4.854211;0.2082807;0.9843206;411.487;222.41;-18.706;-6.575;-17.656;-8.158;5.752;97.038;16.516;93.479
"Oden Control";"Sverige";"Aktietorget";"Industri";"Produktion";"ODEN";"Aktier";"Q1-2018";-0.275;"";2320;10.91566;5.434083;1.373;"";0.0069;0.1299;0.0069;-0.025;12.92;0.461;0.268;0.461
"Odfjell B";"Norge";"OB Match";"Industri";"Tjänster & Leverans";"ODFB";"Aktier";"Q1-2018";0.03678931;0.0483871;4.586884;0.3698353;0.3741719;6630.249;1456.371;972.27;1865.721;534.597;-388.968;79.1;9954.324;1458.456;2599.332
"Odfjell Drilling";"Norge";"OB Match";"Energi";"Olja & Gas";"ODL";"Aktier";"Q1-2018";0.4758453;"";21.72831;1.121242;0.9807217;5414.875;3185.714;896.9065;2163.793;279.4361;1450.82;198.736;10947.06;1561.571;2237.127
"OEM";"Sverige";"Mid Cap";"Industri";"Handel & Distribution";"OEM B";"Aktier";"Q2-2018";0.04407714;0.03166227;18.52558;1.490841;5.4004;2945;"";311;369;237;159;23.169;715;22;584
"Olvi";"Finland";"Mid Cap";"Dagligvaror";"Livsmedel";"OLVAS";"Aktier";"Q1-2018";0.006191975;0.02461538;18.69213;1.947398;3.059264;346.429;65.66;44.922;65.66;36.092;30.835;20.758;113.26;18.028;104.178
"OmniCar";"Sverige";"Aktietorget";"Informationsteknik";"Elektronisk utrustning";"OMNI";"Aktier";"Q1-2018";-0.1627451;"";-14.38437;8.666758;2.960073;14.283;13.13;-9.148;-8.678;-8.725;-17.785;14.495;3.875;29.754;3.875
"Oncology Venture";"Sverige";"Aktietorget";"Hälsovård";"Läkemedel";"OV";"Aktier";"Q1-2018";-0.4514562;"";-3.129038;77.64789;2.499303;2.389;"";-68.461;-60.666;-59.284;-69.773;10.944;34.199;40.145;34.199
"Oncopeptides";"Sverige";"Mid Cap";"Hälsovård";"Läkemedel";"ONCO";"Aktier";"Q2-2018";1.614786;"";-22.74727;"";14.41687;"";-255.548;-323.384;-323.384;-323.384;-262.933;43.786;132.178;568.212;120.625
"Online Brands Nordic";"Sverige";"First North";"Sällanköpsvaror";"Återförsäljare";"OBAB";"Aktier";"Q1-2018";-0.4196429;"";-6.063433;0.2589523;6.192697;27.669;12.765;-0.669;-0.118;-1.182;-1.007;22.046;18.222;0.072;16.062
"Onxeo";"Denmark";"Small Cap";"Hälsovård";"Läkemedel";"ONXEO";"Aktier";"Q4-2017";-0.7037672;"";-0.9953626;6.185875;1.178929;70.7172;4.8657;-213.4833;-200.1211;-439.4882;-210.9091;50.572;209.8079;106.2208;140.1844
"OptiFreeze";"Sverige";"Aktietorget";"Industri";"Handel & Distribution";"OPTI";"Aktier";"Q1-2018";-0.05778892;"";-21.09349;104.2758;9.385928;1.776;1.494;-8.797;-8.362;-8.78;-11.688;9.877;1.31;13.605;1.31
"OptiMobile";"Sverige";"Aktietorget";"Telekommunikation";"Telekommunikationstjänster";"OPT";"Aktier";"Q1-2018";"";"";-16.66667;2.711098;1.552499;7.729;6.151;-1.35;-1.35;-1.258;-3.918;9.884;9.199;4.101;4.671
"OPUS Prodox";"Sverige";"Mid Cap";"Industri";"Produktion";"OPUS";"Aktier";"Q1-2018";-0.1351351;0.0078125;21.44054;0.9339253;1.888672;1986.468;"";134.942;336.428;86.543;-663.081;289.877;2703.591;443.789;1013.686
"Orexo";"Sverige";"Mid Cap";"Hälsovård";"Läkemedel";"ORX";"Aktier";"Q2-2018";0.4073426;"";17.6419;1.997826;3.852436;696.7;528.3;94.5;115.6;78.9;212.1;34.581;812.2;494.8;488.5
"Orezone";"Sverige";"Aktietorget";"Material";"Gruv & Metall";"ORE";"Aktier";"Q1-2018";-0.7780822;"";-7.5;"";3.1633;"";-0.644;-0.644;-0.644;-0.644;-0.791;59.595;2.275;0.055;2.275
"OrganoClick";"Sverige";"First North";"Industri";"Produktion";"ORGC";"Aktier";"Q1-2018";-0.2778523;"";-15.58968;5.268981;14.88581;76.034;25.219;-21.548;-15.345;-25.703;-33.324;74.465;55.056;11.25;39.906
"Orgo Tech";"Sverige";"Aktietorget";"Informationsteknik";"Programvara & Internet";"ORGO";"Aktier";"Q1-2018";"";"";-25.63718;6.769596;3.60988;2.526;1.251;-0.669;-0.669;-0.667;"";10;0.357;4.587;0.357
"Oriflame";"Sverige";"Large Cap";"Dagligvaror";"Konsumentprodukter";"ORI";"Aktier";"Q1-2018";-0.1212312;0.08827734;17.61211;1.221322;7.149209;13208.53;9567.784;1594.93;1830.411;915.9566;1287.667;57.655;6060.68;2348.314;3171.552
"Oriola B";"Finland";"Mid Cap";"Hälsovård";"Läkemedel";"OKDBV";"Aktier";"Q2-2018";-0.1957143;0.03197158;27.01535;0.3245205;2.930186;1572.9;348.6;28.1;52.1;18.9;-1.1;181.328;744.6;20.8;656.7
"Orion B";"Finland";"Large Cap";"Hälsovård";"Läkemedel";"ORNBV";"Aktier";"Q2-2018";-0.4454907;0.05471698;10.93815;3.646008;5.327303;1026.3;609.7;269;310.5;342.1;343.2;141.257;370.5;205.3;307.1
"Orphazyme";"Denmark";"Mid Cap";"Hälsovård";"Bioteknik";"ORPHA";"Aktier";"Q4-2017";"";"";-10.89548;"";2.233275;"";-99.048;-131.042;-130.415;-126.204;-96.917;19.928;47.115;631.735;47.115
"Orsted";"Denmark";"Large Cap";"Kraftförsörjning";"Energiproducenter";"ORSTED";"Aktier";"Q1-2018";0.3130349;0.02256205;9.116068;2.705506;2.499105;61981;20534;17646;24016;18395;-8958;420.381;76916;27465;32881
"Ortivus B";"Sverige";"Small Cap";"Hälsovård";"Sjukvård";"ORTI B";"Aktier";"Q1-2018";-0.438806;"";-4.558681;1.063143;4.941982;55.075;28.195;-11.954;1.731;-12.845;-12.021;31.145;22.131;0.766;20.941
"Ortoma";"Sverige";"Aktietorget";"Hälsovård";"Sjukvård";"ORT B";"Aktier";"Q1-2018";2.006667;"";-89.34232;44.06264;11.59255;16.086;-5.337;-7.564;-7.555;-7.935;-9.486;15.716;4.528;7.875;4.528
